Customer ID,Test Variable,Outcome,Days_in_between,State,Email_ID,Incoming_Phone,Contact_Phone,Dummy_State,Dummy_Email
3723,0,0,200,1,0,1,1,,
3889,0,0,200,1,0,1,1,,
3920,0,0,200,1,0,1,1,,
3931,0,0,200,1,1,1,1,,
3948,0,0,200,1,0,1,1,,
4153,0,0,200,1,0,1,1,,
4618,0,0,200,1,0,1,1,,
4964,0,0,200,1,0,1,1,,
6390,0,0,200,1,0,1,1,,
6672,0,0,200,1,0,1,1,,
7148,0,0,200,1,1,1,1,,
7267,0,0,200,1,0,1,1,,
7336,0,0,200,1,0,1,1,,
7777,0,0,200,1,0,1,1,,
7779,0,0,200,1,0,1,1,,
7848,0,0,200,1,1,1,1,,
8094,0,0,200,1,0,1,1,,
8160,0,0,200,1,0,1,1,,
8257,0,0,200,1,0,1,1,,
59,1,0,200,1,0,1,1,,
256,1,0,200,1,1,1,1,,
292,1,0,200,1,0,1,1,,
487,1,0,200,1,0,1,1,,
1502,1,0,200,1,0,1,1,,
2018,1,0,200,1,0,1,1,,
2231,1,0,200,1,1,1,1,,
2534,1,0,200,1,0,1,1,,
2650,1,0,200,1,0,1,1,,
3260,1,0,200,1,0,1,1,,
3690,1,0,200,1,0,1,1,,
3748,1,0,200,1,1,1,1,,
3758,1,0,200,1,0,1,1,,
3777,1,0,200,1,0,1,1,,
3792,1,0,200,1,0,1,1,,
3823,1,0,200,1,0,1,1,,
3890,1,0,200,1,0,1,1,,
3966,1,0,200,1,0,1,1,,
4315,1,0,200,1,0,1,1,,
4405,1,0,200,1,0,1,1,,
4442,1,0,200,1,1,1,1,,
4445,1,0,200,1,0,1,1,,
4529,1,0,200,1,1,1,1,,
4773,1,0,200,1,1,1,1,,
4944,1,0,200,1,0,1,1,,
4948,1,0,200,1,0,1,1,,
6508,1,0,200,1,0,1,1,,
6609,1,0,200,1,0,1,1,,
6709,1,0,200,1,1,1,1,,
6800,1,0,200,1,0,1,1,,
7110,1,0,200,1,0,1,1,,
7296,1,0,200,1,1,1,1,,
8132,1,0,200,1,1,1,1,,
8346,1,0,200,1,0,1,1,,
6645,0,1,,1,1,1,1,,
124,0,0,200,1,0,1,1,,
220,0,0,200,1,1,1,1,,
514,0,0,200,1,1,1,1,,
595,0,0,200,1,0,1,1,,
632,0,0,200,1,0,1,1,,
1041,0,0,200,1,0,1,1,,
1169,0,0,200,1,0,1,1,,
1297,0,0,200,1,0,1,1,,
1661,0,0,200,1,0,1,1,,
1914,0,0,200,1,0,1,1,,
2024,0,0,200,1,1,1,1,,
2946,0,0,200,1,0,1,1,,
3366,0,0,200,1,0,1,1,,
3740,0,0,200,1,0,1,1,,
3780,0,0,200,1,0,1,1,,
3862,0,0,200,1,1,1,1,,
4024,0,0,200,1,1,1,1,,
4172,0,0,200,1,0,1,1,,
4248,0,0,200,1,0,1,1,,
4364,0,0,200,1,0,1,1,,
4791,0,0,200,1,0,1,1,,
5069,0,0,200,1,0,1,1,,
5918,0,0,200,1,1,1,1,,
6293,0,0,200,1,0,1,1,,
6538,0,0,200,1,0,1,1,,
6714,0,0,200,1,0,1,1,,
29,1,0,200,1,0,1,1,,
303,1,0,200,1,0,1,1,,
337,1,0,200,1,0,1,1,,
427,1,0,200,1,1,1,1,,
922,1,0,200,1,1,1,1,,
1722,1,0,200,1,0,1,1,,
1755,1,0,200,1,0,1,1,,
1771,1,0,200,1,0,1,1,,
1950,1,0,200,1,0,1,1,,
2135,1,0,200,1,0,1,1,,
2223,1,0,200,1,0,1,1,,
2430,1,0,200,1,1,1,1,,
2467,1,0,200,1,0,1,1,,
2489,1,0,200,1,0,1,1,,
3056,1,0,200,1,0,1,1,,
3364,1,0,200,1,0,1,1,,
3413,1,0,200,1,0,1,1,,
3531,1,0,200,1,0,1,1,,
3677,1,0,200,1,1,1,1,,
3722,1,0,200,1,1,1,1,,
3753,1,0,200,1,0,1,1,,
3945,1,0,200,1,0,1,1,,
3962,1,0,200,1,0,1,1,,
4380,1,0,200,1,0,1,1,,
4432,1,0,200,1,0,1,1,,
4750,1,0,200,1,0,1,1,,
5048,1,0,200,1,0,1,1,,
5188,1,0,200,1,0,1,1,,
5974,1,0,200,1,0,1,1,,
6863,1,0,200,1,0,1,1,,
7156,1,0,200,1,0,1,1,,
7218,1,0,200,1,0,1,1,,
7276,1,0,200,1,1,1,1,,
7277,1,0,200,1,0,1,1,,
7307,1,0,200,1,0,1,1,,
7856,1,0,200,1,0,1,1,,
7923,1,0,200,1,0,1,1,,
8032,1,0,200,1,0,1,1,,
1624,0,1,,1,0,1,1,,
2254,1,1,,1,1,1,1,,
467,0,0,200,1,0,1,1,,
753,0,0,200,1,1,1,1,,
918,0,0,200,1,1,1,1,,
1097,0,0,200,1,0,1,1,,
1186,0,0,200,1,1,1,1,,
1451,0,0,200,1,0,1,1,,
1552,0,0,200,1,0,1,1,,
2156,0,0,200,1,0,1,1,,
2597,0,0,200,1,0,1,1,,
2722,0,0,200,1,0,1,1,,
2783,0,0,200,1,0,1,1,,
2919,0,0,200,1,0,1,1,,
3404,0,0,200,1,0,1,1,,
3659,0,0,200,1,0,1,1,,
3941,0,0,200,1,0,1,1,,
4006,0,0,200,1,0,1,1,,
4267,0,0,200,1,0,1,1,,
4345,0,0,200,1,0,1,1,,
4521,0,0,200,1,0,1,1,,
4528,0,0,200,1,0,1,1,,
4637,0,0,200,1,0,1,1,,
4661,0,0,200,1,0,1,1,,
4815,0,0,200,1,0,1,1,,
5086,0,0,200,1,0,1,1,,
5184,0,0,200,1,0,1,1,,
6307,0,0,200,1,0,1,1,,
6868,0,0,200,1,0,1,1,,
6995,0,0,200,1,0,1,1,,
7107,0,0,200,1,0,1,1,,
7160,0,0,200,1,0,1,1,,
7240,0,0,200,1,0,1,1,,
7318,0,0,200,1,0,1,1,,
7664,0,0,200,1,0,1,1,,
7863,0,0,200,1,0,1,1,,
8126,0,0,200,1,0,1,1,,
8178,0,0,200,1,0,1,1,,
8359,0,0,200,1,0,1,1,,
8435,0,0,200,1,0,1,1,,
79,1,0,200,1,1,1,1,,
152,1,0,200,1,0,1,1,,
338,1,0,200,1,0,1,1,,
647,1,0,200,1,0,1,1,,
664,1,0,200,1,0,1,1,,
727,1,0,200,1,0,1,1,,
1015,1,0,200,1,0,1,1,,
1732,1,0,200,1,0,1,1,,
2218,1,0,200,1,1,1,1,,
3029,1,0,200,1,0,1,1,,
3630,1,0,200,1,1,1,1,,
3674,1,0,200,1,0,1,1,,
4012,1,0,200,1,0,1,1,,
4333,1,0,200,1,0,1,1,,
4383,1,0,200,1,1,1,1,,
4581,1,0,200,1,1,1,1,,
4582,1,0,200,1,0,1,1,,
5146,1,0,200,1,0,1,1,,
5270,1,0,200,1,0,1,1,,
6826,1,0,200,1,1,1,1,,
6851,1,0,200,1,0,1,1,,
7007,1,0,200,1,0,1,1,,
7759,1,0,200,1,0,1,1,,
7953,1,0,200,1,1,1,1,,
8228,1,0,200,1,0,1,1,,
1090,1,1,,1,1,1,1,,
7133,1,1,,1,0,1,1,,
227,0,0,200,1,1,1,1,,
260,0,0,200,1,0,1,1,,
1063,0,0,200,1,0,1,1,,
1308,0,0,200,1,1,1,1,,
1874,0,0,200,1,0,1,1,,
2385,0,0,200,1,0,1,1,,
2401,0,0,200,1,0,1,1,,
2535,0,0,200,1,0,1,1,,
2600,0,0,200,1,0,1,1,,
2904,0,0,200,1,0,1,1,,
3655,0,0,200,1,0,1,1,,
3692,0,0,200,1,0,1,1,,
3694,0,0,200,1,1,1,1,,
3838,0,0,200,1,0,1,1,,
3978,0,0,200,1,0,1,1,,
4286,0,0,200,1,0,1,1,,
4443,0,0,200,1,0,1,1,,
4945,0,0,200,1,1,1,1,,
5017,0,0,200,1,0,1,1,,
5163,0,0,200,1,1,1,1,,
5565,0,0,200,1,0,1,1,,
5904,0,0,200,1,0,1,1,,
6728,0,0,200,1,0,1,1,,
7020,0,0,200,1,0,1,1,,
7084,0,0,200,1,0,1,1,,
7197,0,0,200,1,0,1,1,,
7248,0,0,200,1,0,1,1,,
8335,0,0,200,1,0,1,1,,
247,1,0,200,1,0,1,1,,
541,1,0,200,1,0,1,1,,
911,1,0,200,1,0,1,1,,
956,1,0,200,1,0,1,1,,
1084,1,0,200,1,0,1,1,,
1150,1,0,200,1,1,1,1,,
1234,1,0,200,1,0,1,1,,
1570,1,0,200,1,0,1,1,,
1971,1,0,200,1,1,1,1,,
2044,1,0,200,1,0,1,1,,
2199,1,0,200,1,0,1,1,,
2224,1,0,200,1,0,1,1,,
2512,1,0,200,1,0,1,1,,
2714,1,0,200,1,0,1,1,,
2929,1,0,200,1,0,1,1,,
3142,1,0,200,1,0,1,1,,
3405,1,0,200,1,0,1,1,,
3880,1,0,200,1,0,1,1,,
3904,1,0,200,1,0,1,1,,
4042,1,0,200,1,0,1,1,,
4568,1,0,200,1,1,1,1,,
5115,1,0,200,1,0,1,1,,
5143,1,0,200,1,0,1,1,,
6884,1,0,200,1,0,1,1,,
7141,1,0,200,1,0,1,1,,
7190,1,0,200,1,0,1,1,,
7207,1,0,200,1,0,1,1,,
7301,1,0,200,1,0,1,1,,
7798,1,0,200,1,1,1,1,,
7887,1,0,200,1,0,1,1,,
8010,1,0,200,1,0,1,1,,
929,1,1,,1,1,1,1,,
1590,1,1,,1,1,1,1,,
274,0,0,200,1,0,1,1,,
431,0,0,200,1,0,1,1,,
493,0,0,200,1,0,1,1,,
944,0,0,200,1,0,1,1,,
1067,0,0,200,1,0,1,1,,
1075,0,0,200,1,0,1,1,,
1286,0,0,200,1,1,1,1,,
1497,0,0,200,1,0,1,1,,
2210,0,0,200,1,0,1,1,,
2388,0,0,200,1,1,1,1,,
2610,0,0,200,1,0,1,1,,
3006,0,0,200,1,0,1,1,,
3732,0,0,200,1,0,1,1,,
3756,0,0,200,1,0,1,1,,
3818,0,0,200,1,1,1,1,,
4078,0,0,200,1,0,1,1,,
4215,0,0,200,1,1,1,1,,
4583,0,0,200,1,0,1,1,,
4798,0,0,200,1,1,1,1,,
6289,0,0,200,1,1,1,1,,
6495,0,0,200,1,1,1,1,,
6578,0,0,200,1,0,1,1,,
7921,0,0,200,1,0,1,1,,
8173,0,0,200,1,0,1,1,,
8368,0,0,200,1,0,1,1,,
8375,0,0,200,1,1,1,1,,
8386,0,0,200,1,0,1,1,,
53,1,0,200,1,0,1,1,,
133,1,0,200,1,0,1,1,,
169,1,0,200,1,0,1,1,,
673,1,0,200,1,0,1,1,,
808,1,0,200,1,0,1,1,,
1009,1,0,200,1,0,1,1,,
1184,1,0,200,1,0,1,1,,
1265,1,0,200,1,1,1,1,,
1406,1,0,200,1,1,1,1,,
1494,1,0,200,1,0,1,1,,
2235,1,0,200,1,0,1,1,,
2327,1,0,200,1,0,1,1,,
2602,1,0,200,1,0,1,1,,
2813,1,0,200,1,0,1,1,,
3031,1,0,200,1,1,1,1,,
3554,1,0,200,1,1,1,1,,
3556,1,0,200,1,1,1,1,,
3595,1,0,200,1,0,1,1,,
3718,1,0,200,1,0,1,1,,
3789,1,0,200,1,0,1,1,,
3932,1,0,200,1,0,1,1,,
4163,1,0,200,1,1,1,1,,
4221,1,0,200,1,1,1,1,,
4463,1,0,200,1,0,1,1,,
5071,1,0,200,1,0,1,1,,
5212,1,0,200,1,1,1,1,,
6488,1,0,200,1,1,1,1,,
6546,1,0,200,1,0,1,1,,
6988,1,0,200,1,0,1,1,,
7182,1,0,200,1,0,1,1,,
7282,1,0,200,1,1,1,1,,
7316,1,0,200,1,0,1,1,,
7740,1,0,200,1,0,1,1,,
7849,1,0,200,1,0,1,1,,
8025,1,0,200,1,0,1,1,,
8123,1,0,200,1,0,1,1,,
8137,1,0,200,1,0,1,1,,
8360,1,0,200,1,0,1,1,,
8425,1,0,200,1,0,1,1,,
3441,1,1,,1,0,1,1,,
4505,1,1,,1,0,1,1,,
115,0,0,200,1,0,1,1,,
784,0,0,200,1,0,1,1,,
1057,0,0,200,1,0,1,1,,
1706,0,0,200,1,0,1,1,,
1932,0,0,200,1,0,1,1,,
1997,0,0,200,1,1,1,1,,
2146,0,0,200,1,0,1,1,,
2391,0,0,200,1,0,1,1,,
2461,0,0,200,1,0,1,1,,
2495,0,0,200,1,1,1,1,,
4031,0,0,200,1,0,1,1,,
4087,0,0,200,1,1,1,1,,
4120,0,0,200,1,0,1,1,,
4356,0,0,200,1,0,1,1,,
4422,0,0,200,1,0,1,1,,
4630,0,0,200,1,1,1,1,,
4903,0,0,200,1,0,1,1,,
5928,0,0,200,1,0,1,1,,
5929,0,0,200,1,0,1,1,,
6745,0,0,200,1,0,1,1,,
6874,0,0,200,1,0,1,1,,
7038,0,0,200,1,0,1,1,,
7234,0,0,200,1,0,1,1,,
7904,0,0,200,1,1,1,1,,
7918,0,0,200,1,0,1,1,,
8043,0,0,200,1,0,1,1,,
8101,0,0,200,1,1,1,1,,
8341,0,0,200,1,0,1,1,,
8432,0,0,200,1,1,1,1,,
30,1,0,200,1,1,1,1,,
66,1,0,200,1,0,1,1,,
239,1,0,200,1,0,1,1,,
1062,1,0,200,1,0,1,1,,
1173,1,0,200,1,1,1,1,,
1351,1,0,200,1,1,1,1,,
1868,1,0,200,1,1,1,1,,
1890,1,0,200,1,0,1,1,,
1945,1,0,200,1,0,1,1,,
2012,1,0,200,1,0,1,1,,
2433,1,0,200,1,0,1,1,,
2556,1,0,200,1,0,1,1,,
2787,1,0,200,1,0,1,1,,
3334,1,0,200,1,1,1,1,,
3526,1,0,200,1,0,1,1,,
3781,1,0,200,1,0,1,1,,
3815,1,0,200,1,1,1,1,,
4316,1,0,200,1,0,1,1,,
4325,1,0,200,1,0,1,1,,
5009,1,0,200,1,0,1,1,,
5118,1,0,200,1,0,1,1,,
5213,1,0,200,1,0,1,1,,
5898,1,0,200,1,0,1,1,,
5930,1,0,200,1,0,1,1,,
5980,1,0,200,1,0,1,1,,
7149,1,0,200,1,0,1,1,,
7250,1,0,200,1,0,1,1,,
8039,1,0,200,1,0,1,1,,
8106,1,0,200,1,1,1,1,,
8196,1,0,200,1,1,1,1,,
8345,1,0,200,1,0,1,1,,
1004,0,1,,1,0,1,1,,
7032,1,1,,1,0,1,1,,
7768,1,1,,1,0,1,1,,
577,0,0,200,1,0,1,1,,
903,0,0,200,1,0,1,1,,
952,0,0,200,1,0,1,1,,
954,0,0,200,1,0,1,1,,
1005,0,0,200,1,0,1,1,,
1776,0,0,200,1,0,1,1,,
1883,0,0,200,1,0,1,1,,
2047,0,0,200,1,0,1,1,,
